cell_id,lat_min,lat_max,lon_min,lon_max,centroid_lat,centroid_lon,d_road,d_water,d_settlement,d_forest,forest_cover,agricultural_exposure,elevation,slope,historical_conflict_density,target,spatial_cluster
17,11.5,11.52,76.13999999999993,76.15999999999993,11.51,76.14999999999993,11.94749618786568,11.9889019434594,11.94749618786568,19.162088446750577,0.0,0.0,1325.1842366850806,45.0,4.823776102264532e-07,0,3
18,11.5,11.52,76.15999999999993,76.17999999999992,11.51,76.16999999999993,14.090313542484056,11.44816504661772,14.090313542484056,17.341385839159756,0.0,0.0,1023.3303262575486,35.684729407121864,5.073814496665472e-09,0,3
19,11.5,11.52,76.17999999999992,76.19999999999992,11.51,76.18999999999993,15.956882334474258,11.132825865334654,15.111528887945488,15.612695432258588,0.0,0.0,849.9921115049806,41.75000779791357,2.4581036233128407e-11,0,3
20,11.5,11.52,76.19999999999992,76.21999999999991,11.51,76.20999999999992,17.611465718091978,11.238922048445616,14.74588733447815,14.010118537441963,0.0,0.0,831.3608328542439,40.64732095750828,6.481060162217443e-14,0,3
21,11.5,11.52,76.21999999999991,76.23999999999991,11.51,76.22999999999992,17.87695917667638,11.755048026805047,14.697524354210504,12.51896523906002,0.0,0.0,809.3484916381965,45.0,1.0190570077640325e-13,0,3
22,11.5,11.52,76.23999999999991,76.2599999999999,11.51,76.24999999999991,17.518945417345357,12.6310398461163,14.9695154204356,10.896949473389975,0.0,0.0,730.1940089980011,35.518597991102,4.797706973382401e-13,0,3
23,11.5,11.52,76.2599999999999,76.2799999999999,11.51,76.26999999999991,17.427952488431867,13.798529238710886,15.545053958789616,9.500408966987727,0.0,0.0,714.1950750857761,45.0,1.0420524082239853e-12,0,3
24,11.5,11.52,76.2799999999999,76.2999999999999,11.51,76.2899999999999,17.60812050247065,15.190453536140865,16.392197962247344,8.441994962035963,0.0,0.0,778.5834606380909,38.64598093276042,1.0539379416300466e-12,0,3
25,11.5,11.52,76.2999999999999,76.3199999999999,11.51,76.3099999999999,18.0513320166783,16.750957460486376,17.47148379919084,7.859518631274955,0.0,0.0,785.8657903540102,45.0,5.68086370708877e-13,0,3
26,11.5,11.52,76.3199999999999,76.33999999999989,11.51,76.3299999999999,18.606167442518263,18.43728560650216,18.73893187195561,7.859518631272073,0.0,0.0,719.7093987111034,40.597603531707946,3.843040150457629e-13,0,3
27,11.5,11.52,76.33999999999989,76.35999999999989,11.51,76.3499999999999,18.08881121528501,20.217978445470244,19.6452754595474,8.441994962027914,0.0,0.0,715.9781472562366,43.900072181401626,4.2607517850101123e-13,0,3
28,11.5,11.52,76.35999999999989,76.37999999999988,11.51,76.36999999999989,17.824502890696596,22.07020686725622,20.7417074500725,9.500408966975806,0.0,0.0,782.289989338233,42.40525856556679,2.829040707450237e-13,0,3
29,11.5,11.52,76.37999999999988,76.39999999999988,11.51,76.38999999999989,17.824502890695243,23.977398448923072,21.99982517368631,10.896949473375424,0.0,0.0,782.1379602142142,42.27078213052722,8.835088733157458e-14,0,3
30,11.5,11.52,76.39999999999988,76.41999999999987,11.51,76.40999999999988,18.08881121528076,25.92742693821576,23.39355652315744,12.518965239042648,0.0,0.0,715.8334104270848,44.02040130452089,1.2730956041335366e-14,0,3
31,11.52,11.54,75.8,75.82,11.53,75.81,25.331411846097136,15.612038445884812,11.60815901713419,3.509279126235682,0.0,0.0,757.5016156071234,15.584937119578475,1.1644859952869942e-24,0,0
32,11.52,11.54,75.82,75.83999999999999,11.53,75.83,23.15242907711496,14.009628430890746,10.047428301206226,3.113441413723068,33.33333333333333,0.0,927.6418471129912,45.0,3.320386561563875e-20,0,0
33,11.52,11.54,75.83999999999999,75.85999999999999,11.53,75.85,20.97345315265424,12.581607367934748,8.754784237287607,2.223898532891213,100.0,7.286848675262066,827.0491314255191,26.416169992526928,3.7872247406350016e-17,0,0
34,11.52,11.54,75.85999999999999,75.87999999999998,11.53,75.86999999999999,18.794486465769324,11.393735567838348,7.863564751868029,3.113441413722097,100.0,0.0,750.3541081552403,45.0,1.8039507809370334e-14,0,0
35,11.52,11.54,75.87999999999998,75.89999999999998,11.53,75.88999999999999,16.615532663409283,10.430673132149767,7.517913689080439,4.892534687643226,88.88888888888889,0.0,969.7630573508928,35.002950234746926,7.248838055679742e-12,0,0
36,11.52,11.54,75.89999999999998,75.91999999999997,11.53,75.90999999999998,14.43659759267359,9.476910884039242,7.790787762250296,4.497736250800566,55.55555555555556,0.0,1149.1703470747766,45.0,7.239349730637886e-09,0,0
37,11.52,11.54,75.91999999999997,75.93999999999997,11.53,75.92999999999998,12.257691256239998,8.962047134326369,8.623670549497213,2.4463710326896644,33.33333333333333,7.226711788393848,1004.3825972077924,45.0,3.045960008848553e-06,0,0
38,11.52,11.54,75.93999999999997,75.95999999999997,11.53,75.94999999999997,10.07883230407015,8.962047134325864,9.875878975514862,1.111949266445695,11.11111111111111,7.280783630608118,876.0731982503479,45.0,0.0002195367486558,0,0
39,11.52,11.54,75.95999999999997,75.97999999999996,11.53,75.96999999999997,7.90005995739707,9.476910884037808,7.90005995739707,2.4463710326834915,0.0,7.732134885614029,1058.0453375617572,13.97023377792046,0.0009710471139226,0,0
40,11.52,11.54,75.97999999999996,75.99999999999996,11.53,75.98999999999997,5.721473173471152,10.430673132147597,5.721473173471152,4.49773625079385,0.0,0.0,1261.615400288415,45.0,0.0038636238077957,0,0
41,11.52,11.54,75.99999999999996,76.01999999999995,11.53,76.00999999999996,3.5434142561787656,11.716637529681812,3.5434142561787656,6.631073183001359,0.0,0.0,1285.3817917458346,45.0,0.0198999592248641,1,0
42,11.52,11.54,76.01999999999995,76.03999999999995,11.53,76.02999999999996,1.3684061448037257,13.2383457728345,1.3684061448037257,8.786878378805534,0.0,0.0,1460.7261347774977,45.0,0.047599349932063,1,0
43,11.52,11.54,76.03999999999995,76.05999999999995,11.53,76.04999999999995,0.8279539150804754,14.923858522549509,0.8279539150804754,10.951891684855577,0.0,0.0,1917.4414373779164,45.0,0.0524426045016968,1,0
44,11.52,11.54,76.05999999999995,76.07999999999994,11.53,76.06999999999995,2.999116790281769,14.83788430568124,2.999116790281769,13.121555961439224,0.0,0.0,2184.3763782158103,45.0,0.0266134781898721,1,0
45,11.52,11.54,76.07999999999994,76.09999999999994,11.53,76.08999999999995,5.176882927539041,13.231373726259475,5.176882927539041,15.293891901898771,0.0,0.0,1999.740595397294,29.399554463824355,0.0062208994014168,1,0
46,11.52,11.54,76.09999999999994,76.11999999999993,11.53,76.10999999999994,7.355389423402101,11.8097024306816,7.355389423402101,17.46790276907675,0.0,0.0,1740.1383320548885,45.0,0.0006697903378615,0,0
47,11.52,11.54,76.11999999999993,76.13999999999993,11.53,76.12999999999994,9.53412877834961,10.647172079724015,9.53412877834961,19.643032439813325,0.0,0.0,1640.795093495138,45.0,3.3216872676369124e-05,0,3
48,11.52,11.54,76.13999999999993,76.15999999999993,11.53,76.14999999999993,11.33558740577091,9.836099643352329,11.33558740577091,18.099745722664927,0.0,0.0,1410.7279347613835,45.0,7.587745840628987e-07,0,3
49,11.52,11.54,76.15999999999993,76.17999999999992,11.53,76.16999999999993,12.847022010640792,9.303140960278856,12.847022010640792,16.159936988946406,0.0,0.0,979.3825898729948,45.0,7.983644245203582e-09,0,3
50,11.52,11.54,76.17999999999992,76.19999999999992,11.53,76.18999999999993,14.528937531971446,8.912253835290336,12.962235209812732,14.289164474951708,0.0,0.0,767.0741016461059,45.0,3.885997392275716e-11,0,3
51,11.52,11.54,76.19999999999992,76.21999999999991,11.53,76.20999999999992,16.328738328675183,9.044426802897284,12.53408189541524,12.518417201092342,0.0,0.0,880.1966072203294,45.0,3.808100200180269e-12,0,3
52,11.52,11.54,76.21999999999991,76.23999999999991,11.53,76.22999999999992,15.717211793611815,9.678253717491232,12.477152699244844,10.89656859769895,0.0,0.0,889.4437580911956,45.0,3.804131438519135e-11,0,3
53,11.52,11.54,76.23999999999991,76.2599999999999,11.53,76.24999999999991,15.308802402756182,10.725161297061945,12.796403135232795,9.437426295982252,0.0,0.0,676.6963237248352,45.0,1.7917815373549902e-10,0,3
54,11.52,11.54,76.2599999999999,76.2799999999999,11.53,76.26999999999991,15.20459593625922,12.078208707082862,13.465102676128854,7.783399503269293,0.0,0.0,637.2309949072917,45.0,3.8919200544088816e-10,0,3
55,11.52,11.54,76.2799999999999,76.2999999999999,11.53,76.2899999999999,15.410764624629822,13.64663757269436,14.43476740484076,6.449199142041726,0.0,0.0,836.578408762238,45.0,3.942648715765685e-10,0,3
56,11.52,11.54,76.2999999999999,76.3199999999999,11.53,76.3099999999999,15.91525108718178,15.364630130793792,15.649552483247378,5.665474421757718,0.0,0.0,859.4438637547078,45.0,2.16878516772092e-10,0,3
57,11.52,11.54,76.3199999999999,76.33999999999989,11.53,76.3299999999999,16.492467289189708,17.187395130571296,16.691027232137394,5.665474421753721,0.0,0.0,657.4177903696364,45.0,1.5856813376731202e-10,0,3
58,11.52,11.54,76.33999999999989,76.35999999999989,11.53,76.3499999999999,15.90655393066263,19.08493630339357,17.702462678365524,6.449199142031191,0.0,0.0,646.037897201052,45.0,1.8126090095243567e-10,0,3
59,11.52,11.54,76.35999999999989,76.37999999999988,11.53,76.36999999999989,15.60534998831226,21.03702891829818,18.911784723859697,7.783399503254744,0.0,0.0,848.6660518904134,45.0,1.2068362091614514e-10,0,3
60,11.52,11.54,76.37999999999988,76.39999999999988,11.53,76.38999999999989,15.605349988310714,23.029805188161376,20.283629841178268,9.437426295965452,0.0,0.0,848.2019133852498,45.0,3.7699544034362276e-11,0,3
61,11.52,11.54,76.39999999999988,76.41999999999987,11.53,76.40999999999988,15.90655393065779,25.053558971933555,21.78731968120509,11.27134824357032,0.0,0.0,645.5992763789636,45.0,5.433149067156572e-12,0,3
62,11.54,11.56,75.8,75.82,11.55,75.81,25.4162732172294,14.288446045954796,10.308074299989975,4.3577307291433165,0.0,0.0,780.4127913929876,7.071115895937418,7.044484756706764e-25,0,0
63,11.54,11.56,75.82,75.83999999999999,11.55,75.83,23.24540853026896,12.517868242634854,8.512359733633387,2.178865365902061,0.0,7.48277201678937,769.2419409663007,45.0,1.4910351313634095e-20,0,0
64,11.54,11.56,75.83999999999999,75.85999999999999,11.55,75.85,21.076210131829303,10.896187085652118,6.939555809019261,1.768307722471718e-13,22.22222222222222,11.528115372459846,910.8036681482912,36.35047128106014,2.8527616057125523e-16,0,0
65,11.54,11.56,75.85999999999999,75.87999999999998,11.55,75.86999999999999,18.90925149411144,9.499962820530362,5.774763689402917,2.178865365900675,22.22222222222222,10.058301618511472,1090.8467105969153,23.49747635416218,1.305128507683144e-13,0,0
66,11.54,11.56,75.87999999999998,75.89999999999998,11.55,75.88999999999999,16.745402168988242,8.44181421482673,5.294492500066449,4.357730729141931,0.0,0.0,1168.95261280325,45.0,6.435165826064758e-12,0,0
67,11.54,11.56,75.89999999999998,75.91999999999997,11.55,75.90999999999998,14.586046040587751,7.429064841396975,5.675270949216441,5.4881443025720325,0.0,0.0,1212.70524137468,45.0,1.590067823611301e-09,0,0
68,11.54,11.56,75.91999999999997,75.93999999999997,11.55,75.92999999999998,12.43352437116992,6.7600392973654575,6.773407132990024,3.984450072783897,0.0,0.0,1286.1550598450142,45.0,1.9166185197681547e-07,0,0
69,11.54,11.56,75.93999999999997,75.95999999999997,11.55,75.94999999999997,10.292126197041076,6.760039297364787,8.30919263784721,3.335847799336732,0.0,0.0,1274.6563279346865,45.0,1.247104672808599e-05,0,0
70,11.54,11.56,75.95999999999997,75.97999999999996,11.55,75.96999999999997,8.170602146564601,7.429064841395147,8.170602146564601,3.984450072780106,0.0,0.0,1146.1340853112931,43.63322160837527,0.0002491568368477,0,0
71,11.54,11.56,75.97999999999996,75.99999999999996,11.55,75.98999999999997,6.089758765699638,8.612592559881831,6.089758765699638,5.488144302566529,0.0,0.0,1109.3673493202796,45.0,0.0026871375074553,0,0
72,11.54,11.56,75.99999999999996,76.01999999999995,11.55,76.00999999999996,4.111827934318665,10.13189862579244,4.111827934318665,7.338905707316869,0.0,0.0,1294.2925066465573,41.50607172311623,0.0139503605198864,1,0
73,11.54,11.56,76.01999999999995,76.03999999999995,11.55,76.02999999999996,2.4949230342709607,11.858619724075693,2.4949230342709607,9.332484639799585,0.0,0.0,1543.9949553348924,45.0,0.0333662590131006,1,0
74,11.54,11.56,76.03999999999995,76.05999999999995,11.55,76.04999999999995,2.2444816401540084,13.714635482096217,2.2444816401540084,11.394161901493746,0.0,0.0,1702.472864738749,45.0,0.0367610365777129,1,0
75,11.54,11.56,76.05999999999995,76.07999999999994,11.55,76.06999999999995,3.6532587679205326,13.529986377202343,3.6532587679205326,13.49275748054534,0.0,0.0,1814.492437426317,45.0,0.0186563260705936,1,0
76,11.54,11.56,76.07999999999994,76.09999999999994,11.55,76.08999999999995,5.581258485648081,11.746071345274329,5.581258485648081,15.613391888750083,0.0,0.0,1883.5857617409688,45.0,0.0043613670895733,0,0
77,11.54,11.56,76.09999999999994,76.11999999999993,11.55,76.10999999999994,7.08829931330909,10.11793237257905,7.08829931330909,17.748166966347334,0.0,0.0,1760.5365755891469,45.0,0.0004696532235179,0,0
78,11.54,11.56,76.11999999999993,76.13999999999993,11.55,76.12999999999994,8.234435506474249,8.73313356622768,8.234435506474249,19.335280791586296,0.0,0.0,1441.2597016543248,44.22258985775788,2.329647027159835e-05,0,3
79,11.54,11.56,76.13999999999993,76.15999999999993,11.55,76.14999999999993,9.739651432078176,7.723690267283831,9.739651432078176,17.259993757059394,0.0,0.0,1158.216222274594,24.555312111537884,5.323056846441493e-07,0,3
80,11.54,11.56,76.15999999999993,76.17999999999992,11.55,76.16999999999993,11.463360447379024,7.206096674755542,11.463360447379024,15.213641813597972,0.0,0.0,1027.7857890329667,45.0,5.603188980665237e-09,0,3
81,11.54,11.56,76.17999999999992,76.19999999999992,11.55,76.18999999999993,13.321013329147496,6.69389083019224,10.843072731370102,13.209679096467893,0.0,0.0,917.8289790400715,45.0,5.512189741556232e-11,0,3
82,11.54,11.56,76.19999999999992,76.21999999999991,11.55,76.20999999999992,14.37110379151035,6.868871284807973,10.327471803263254,11.27073904279412,0.0,0.0,771.3932274284352,31.25852189111937,6.201227637850303e-10,0,3
83,11.54,11.56,76.21999999999991,76.23999999999991,11.55,76.22999999999992,13.578191035542362,7.684236078911397,10.258309126747935,9.43698615462788,0.0,0.0,721.5653667035483,45.0,6.336847160626556e-09,0,3
84,11.54,11.56,76.23999999999991,76.2599999999999,11.55,76.24999999999991,13.103314946145574,8.966964288756737,10.644290635968035,7.783127221979437,0.0,0.0,786.0036307525173,41.76056542857359,2.9844150820226135e-08,0,3
85,11.54,11.56,76.2599999999999,76.2799999999999,11.55,76.26999999999991,12.981425060042053,10.54790433880453,11.439437259611656,6.387197513339522,0.0,0.0,795.5250618229992,45.0,6.48288986268956e-08,0,3
86,11.54,11.56,76.2799999999999,76.2999999999999,11.55,76.2899999999999,13.222287012774542,12.312716845569255,12.566316527701067,4.669958105814941,0.0,0.0,717.0712383914664,43.18675274086877,6.608381121235101e-08,0,3
87,11.54,11.56,76.2999999999999,76.3199999999999,11.55,76.3099999999999,13.806929214088106,14.19297639304504,13.806929214088106,3.509218859607716,0.0,0.0,707.8817472768567,45.0,4.3630648146983876e-08,0,3
88,11.54,11.56,76.3199999999999,76.33999999999989,11.55,76.3299999999999,14.411971920315407,16.148406547363837,14.69437504405908,3.5092188596012623,0.0,0.0,785.7207323815041,45.0,3.45004131574585e-08,0,3
89,11.54,11.56,76.33999999999989,76.35999999999989,11.55,76.3499999999999,13.737658942417484,18.15473385109698,15.833791856700394,4.669958105800393,0.0,0.0,790.0965427536505,45.0,3.4554541760212755e-08,0,3
90,11.54,11.56,76.35999999999989,76.37999999999988,11.55,76.36999999999989,13.38777212563211,20.19679578822487,17.175104483779773,6.387197513321793,0.0,0.0,711.9484336857918,45.0,2.2961026287582053e-08,0,3
91,11.54,11.56,76.37999999999988,76.39999999999988,11.55,76.38999999999989,13.387772125630306,22.264762077230845,18.67486027041038,8.32333869335813,0.0,0.0,712.1271878873331,45.0,7.1743793354137365e-09,0,3
92,11.54,11.56,76.39999999999988,76.41999999999987,11.55,76.40999999999988,13.73765894241188,24.35203423753938,20.297968877890444,10.356328179472031,0.0,0.0,790.263496372452,45.0,1.0341051196394146e-09,0,3
93,11.56,11.579999999999998,75.8,75.82,11.57,75.81,25.69406273121055,13.208901320317633,9.362418426653196,4.892257799039046,0.0,0.0,802.5191209492433,8.846390632961043,2.1853958714605964e-25,0,0
94,11.56,11.579999999999998,75.82,75.83999999999999,11.57,75.83,23.54898021433897,11.270128813467648,7.33901674348175,3.113332637595572,0.0,0.0,734.0395301004517,45.0,1.794803200094551e-21,0,0
95,11.56,11.579999999999998,75.83999999999999,75.85999999999999,11.57,75.85,21.410720294603305,9.43654527343724,5.436917356808105,2.2238985328910363,0.0,10.442751940765122,1016.9852148583858,45.0,1.138698152745827e-17,0,0
96,11.56,11.579999999999998,75.85999999999999,75.87999999999998,11.57,75.86999999999999,19.28155292761225,7.782854486191102,3.840779825256873,3.1133326375946027,0.0,0.0,1362.1188786196124,45.0,5.4188834368051255e-15,0,0
97,11.56,11.579999999999998,75.87999999999998,75.89999999999998,11.57,75.88999999999999,17.164862040173983,6.448962349019233,3.071762490469856,4.892257799037812,0.0,0.0,1439.2323976667087,45.0,1.992122472489038e-12,0,0
98,11.56,11.579999999999998,75.89999999999998,75.91999999999997,11.57,75.90999999999998,15.065907227391063,5.519204420313283,3.6895088787212,6.904329322585514,0.0,0.0,1463.9227162824377,45.0,4.976206832746975e-10,0,0
99,11.56,11.579999999999998,75.91999999999997,75.93999999999997,11.57,75.92999999999998,12.993286682331435,4.579238259665262,5.2232023271643255,5.971465692683787,0.0,0.0,1628.2198274374127,45.0,5.73706573721648e-08,0,0
100,11.56,11.579999999999998,75.93999999999997,75.95999999999997,11.57,75.94999999999997,10.96194799372049,4.579238259664272,7.102381648692153,5.559746332227944,0.0,0.0,1620.7666335053286,45.0,3.0471840494703564e-06,0,0
101,11.56,11.579999999999998,75.95999999999997,75.97999999999996,11.57,75.96999999999997,8.99988754626184,5.519204420310822,8.99988754626184,5.971465692681258,0.0,0.0,1286.2748950734667,45.0,7.454264735886086e-05,0,0
102,11.56,11.579999999999998,75.97999999999996,75.99999999999996,11.57,75.98999999999997,7.164252583877965,7.031785418748008,7.164252583877965,7.064083253768734,0.0,0.0,1065.6418674795127,45.0,0.0008400949014974,0,0
103,11.56,11.579999999999998,75.99999999999996,76.01999999999995,11.57,76.00999999999996,5.581211488800147,8.827377253285375,5.581211488800147,8.581339540021029,0.0,0.0,1241.6185361797766,45.0,0.0043615538672326,1,0
104,11.56,11.579999999999998,76.01999999999995,76.03999999999995,11.57,76.02999999999996,4.524179012292152,10.765285239260232,4.524179012292152,10.337927773875704,0.0,0.0,1453.0809578942333,45.0,0.0104312490129395,1,0
105,11.56,11.579999999999998,76.03999999999995,76.05999999999995,11.57,76.04999999999995,4.391051957724132,12.773231638315997,4.391051957724132,12.231163441152049,0.0,0.0,1427.758607543639,45.0,0.0114924743531652,1,0
106,11.56,11.579999999999998,76.05999999999995,76.07999999999994,11.57,76.06999999999995,4.45637818666648,12.483977363430572,4.45637818666648,14.206520104922,0.0,0.0,1440.879381690378,45.0,0.0058327442115819,1,0
107,11.56,11.579999999999998,76.07999999999994,76.09999999999994,11.57,76.08999999999995,4.293654292466712,10.524380068173343,4.293654292466712,16.234047970395395,0.0,0.0,1617.5575796188489,45.0,0.0013636863042384,0,0
108,11.56,11.579999999999998,76.09999999999994,76.11999999999993,11.57,76.10999999999994,5.148192907700031,8.66991838419808,5.148192907700031,18.296411092440664,0.0,0.0,1582.529682196359,45.0,0.0001468717228332,0,0
109,11.56,11.579999999999998,76.11999999999993,76.13999999999993,11.57,76.12999999999994,6.638115364915904,7.00459976684413,6.638115364915904,18.81610139783157,0.0,0.0,1217.2444547908838,11.423701209120132,7.286921143634759e-06,0,3
110,11.56,11.579999999999998,76.13999999999993,76.15999999999993,11.57,76.14999999999993,8.433120611375557,5.696786397857701,8.433120611375557,16.67649248034188,0.0,0.0,961.4377382038214,45.0,1.665456196863464e-07,0,3
111,11.56,11.579999999999998,76.15999999999993,76.17999999999992,11.57,76.16999999999993,10.37606539233827,5.03332464459004,9.870270302856284,14.548459164455377,0.0,0.0,999.336036983686,45.0,1.7966739085891016e-09,0,3
112,11.56,11.579999999999998,76.17999999999992,76.19999999999992,11.57,76.18999999999993,12.397588667093494,4.481018836549584,8.775896489876235,12.437944363068318,0.0,0.0,958.8242963647788,45.0,2.0864290164869246e-09,0,3
113,11.56,11.579999999999998,76.19999999999992,76.21999999999991,11.57,76.20999999999992,12.399798806701378,4.738415179562676,8.130288306067591,10.355664608495674,0.0,0.0,715.3205229289156,45.0,4.607321609562959e-08,0,3
114,11.56,11.579999999999998,76.21999999999991,76.23999999999991,11.57,76.22999999999992,11.47149707326129,5.858141463076859,8.042258521183209,8.32283922755205,0.0,0.0,646.466150099356,45.0,4.707760641713221e-07,0,3
115,11.56,11.579999999999998,76.23999999999991,76.2599999999999,11.57,76.24999999999991,10.905308030938968,7.461585536446174,8.529089151447222,6.38686543911864,0.0,0.0,831.6516908100482,45.0,2.216956431940868e-06,0,3
116,11.56,11.579999999999998,76.2599999999999,76.2799999999999,11.57,76.26999999999991,10.758554965828862,9.30187563116778,9.502836776214266,4.669794600708133,0.0,0.0,862.8594848008476,45.0,4.837387965708376e-06,0,3
117,11.56,11.579999999999998,76.2799999999999,76.2999999999999,11.57,76.2899999999999,11.04796498124658,11.263512590205892,10.83298468387449,3.451998891671677,0.0,0.0,665.9680488424844,45.0,5.916708505689091e-06,0,3
118,11.56,11.579999999999998,76.2999999999999,76.3199999999999,11.57,76.3099999999999,11.741329526111722,13.292882883533396,11.741329526111722,1.556625471480399,0.0,6.015962605865767,643.1376933409441,45.0,2.0029231404530992e-05,0,3
119,11.56,11.579999999999998,76.3199999999999,76.33999999999989,11.57,76.3299999999999,12.38143121532886,15.363168568671126,12.773032972490478,1.5566254714658516,0.0,5.582826716553092,840.5166979728288,45.0,1.713284335733796e-05,0,3
120,11.56,11.579999999999998,76.33999999999989,76.35999999999989,11.57,76.3499999999999,11.589630580373283,17.459821159457274,14.06883744055106,3.451998891651997,0.0,0.0,851.623488391631,45.0,3.518846320273316e-06,0,3
121,11.56,11.579999999999998,76.35999999999989,76.37999999999988,11.57,76.36999999999989,11.172707191672249,19.574369833262068,15.562913149722547,5.559021791695493,0.0,0.0,653.5564972135753,45.0,1.948560794496323e-06,0,3
122,11.56,11.579999999999998,76.37999999999988,76.39999999999988,11.57,76.38999999999989,11.172707191670089,21.701583961349964,17.203680054831437,7.705995299960414,0.0,0.0,654.0098630482853,45.0,6.08913415820154e-07,0,3
123,11.56,11.579999999999998,76.39999999999988,76.41999999999987,11.57,76.40999999999988,11.589630580366643,23.83807313259484,18.953079217702623,9.866874735985483,0.0,0.0,852.0493776610479,45.0,8.778093757976552e-08,0,3
124,11.579999999999998,11.599999999999998,75.8,75.82,11.589999999999998,75.81,26.158634755357017,12.437117651649702,8.885088903997662,6.226556308539958,0.0,0.0,809.9762650643612,23.91914616644558,3.0526951323385127e-26,0,0
125,11.579999999999998,11.599999999999998,75.82,75.83999999999999,11.589999999999998,75.83,24.05517254894492,10.354999911549577,6.7196362287590095,4.952744181305544,0.0,0.0,977.878522314474,45.0,1.6979832486066541e-22,0,0
126,11.579999999999998,11.599999999999998,75.83999999999999,75.85999999999999,11.589999999999998,75.85,21.96639859386867,8.322338916264592,4.566634821864739,4.447797065782073,0.0,0.0,1107.9597113988898,45.0,4.380660582598781e-19,0,0
127,11.579999999999998,11.599999999999998,75.85999999999999,75.87999999999998,11.589999999999998,75.86999999999999,19.896939342779586,6.386532805453,2.459010492004009,4.952744181304935,0.0,0.0,1329.184192976007,45.0,5.121103493996278e-16,0,0
